text,label,category,severity,sentiment
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Product Quality,Low,Positive
I have been on hold for over an hour and still haven't spoken to anyone. This level of service is completely unacceptable.,__label__1,Customer Service,Medium,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
My refund request has been pending for 17 days. Every time I call I get a different story. I need this resolved now.,__label__1,Refund Issue,Low,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Low,Negative
I placed an order 15 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Medium,Negative
The delivery was 4 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Low,Negative
The delivery was 10 days late. I needed this item for an important event and it arrived too late to be useful. Very disappointed.,__label__1,Delivery Issue,Medium,Negative
My shipment has been stuck at the distribution center for 18 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
My card was charged $75.22 but the order total was $139.52. I was overcharged and want the difference refunded immediately.,__label__1,Payment Issue,Medium,Negative
Order 733643 shows delivered but I was home all day and no one knocked. Package is nowhere to be found.,__label__1,Delivery Issue,Low,Negative
Your support team gave me completely incorrect information which made my situation worse. I want to speak to a manager.,__label__1,Customer Service,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Customer Service,Low,Positive
I was promised a full refund within 5-7 business days but it has been 19 days and nothing has appeared in my account.,__label__1,Refund Issue,Low,Negative
I have emailed your support team 2 times with no reply. This complete lack of response is unacceptable.,__label__1,Customer Service,Low,Negative
I paid for express shipping but my order arrived 16 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Low,Negative
I wanted to follow up — your team resolved my delivery issue within 24 hours. Very impressed with the quick response.,__label__2,Delivery Issue,Low,Positive
I received a defective unit. The monitor has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Medium,Negative
I ordered phone case but received a counterfeit version. The branding looks fake and the quality is terrible.,__label__1,Product Quality,Low,Negative
My backpack stopped working after just 16 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
The product fell apart after just one week of use. This is clearly a quality control issue on your end.,__label__1,Product Quality,Low,Negative
I was issued a store credit instead of a refund to my original payment method. I did not agree to this. Please refund to my card.,__label__1,Refund Issue,Low,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Customer Service,Low,Positive
I was charged for an item that was out of stock. You processed payment without having the item available.,__label__1,Payment Issue,Medium,Negative
I'm pleased to say the issue was fully resolved. Your support team was professional and efficient.,__label__2,Delivery Issue,Low,Positive
Your customer service representative was extremely rude and dismissive when I called about my issue. This is no way to treat customers.,__label__1,Customer Service,Low,Negative
I returned a defective item and only received a partial refund. I want the full amount back as the fault was on your end.,__label__1,Refund Issue,Medium,Negative
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Payment Issue,Low,Positive
My laptop stopped working after just 14 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
Your agent promised to call me back within 24 hours. It has been 8 days and I have heard nothing.,__label__1,Customer Service,Medium,Negative
